a,b,c,d,e,f,g,h,i
[0.5774243],1,1,1,1,0.5774243,0.5774243,4.5774243,1
[0.67880905],0,1,1,1,0.67880905,0.67880905,3.67880905,0
[0.57446885],1,1,1,1,0.57446885,0.57446885,4.57446885,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.40780255],0,0,0,0,0.40780255,0.40780255,0.40780255,0
[0.46565977],0,0,1,1,0.46565977,0.46565977,2.46565977,0
[0.5741726],0,1,1,0,0.5741726,0.5741726,2.5741726,0
[0.64002836],1,1,1,1,0.64002836,0.64002836,4.64002836,1
[0.7196115],1,1,1,1,0.7196115,0.7196115,4.7196115,1
[0.6017947],1,1,1,1,0.6017947,0.6017947,4.6017947,1
[0.58888024],0,0,0,0,0.58888024,0.58888024,0.58888024,0
[0.62015176],1,1,1,1,0.62015176,0.62015176,4.62015176,1
[0.7885629],1,1,1,1,0.7885629,0.7885629,4.7885629,1
[0.5966632],1,0,1,1,0.5966632,0.5966632,3.5966632,0
[0.6017275],1,1,1,1,0.6017275,0.6017275,4.6017275,1
[0.50623536],0,0,0,0,0.50623536,0.50623536,0.50623536,0
[0.75482637],1,1,1,1,0.75482637,0.75482637,4.75482637,1
[0.42097303],0,0,0,0,0.42097303,0.42097303,0.42097303,0
[0.5818328],1,1,1,1,0.5818328,0.5818328,4.5818328,1
[0.53408563],0,1,1,0,0.53408563,0.53408563,2.53408563,0
[0.61307204],0,1,1,1,0.61307204,0.61307204,3.61307204,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5736753],1,1,1,1,0.5736753,0.5736753,4.5736753,1
[0.343662],0,0,0,1,0.343662,0.343662,1.343662,0
[0.5414499],0,0,0,0,0.5414499,0.5414499,0.5414499,0
[0.71279156],1,1,1,1,0.71279156,0.71279156,4.71279156,1
[0.82691073],0,1,1,1,0.82691073,0.82691073,3.82691073,0
[0.78685224],1,1,1,1,0.78685224,0.78685224,4.78685224,1
[0.56406367],1,1,1,0,0.56406367,0.56406367,3.56406367,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5641235],0,1,1,0,0.5641235,0.5641235,2.5641235,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.3814868],0,0,0,1,0.3814868,0.3814868,1.3814868,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.66948617],1,1,1,1,0.66948617,0.66948617,4.66948617,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.45249072],1,1,1,1,0.45249072,0.45249072,4.45249072,1
[0.52862203],0,1,1,0,0.52862203,0.52862203,2.52862203,0
[0.6781693],1,1,1,1,0.6781693,0.6781693,4.6781693,1
[0.67654276],1,1,1,1,0.67654276,0.67654276,4.67654276,1
[0.788293],1,1,1,1,0.788293,0.788293,4.788293,1
[0.75842804],1,1,1,1,0.75842804,0.75842804,4.75842804,1
[0.5388022],1,1,1,1,0.5388022,0.5388022,4.5388022,1
[0.5321386],0,1,1,0,0.5321386,0.5321386,2.5321386,0
[0.5382948],0,1,1,0,0.5382948,0.5382948,2.5382948,0
[0.55957246],1,1,1,1,0.55957246,0.55957246,4.55957246,1
[0.6271358],0,1,1,1,0.6271358,0.6271358,3.6271358,0
[0.7887504],1,1,1,1,0.7887504,0.7887504,4.7887504,1
[0.4811702],0,1,1,1,0.4811702,0.4811702,3.4811702,0
[0.6117269],1,1,1,1,0.6117269,0.6117269,4.6117269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.41443166],0,0,0,0,0.41443166,0.41443166,0.41443166,0
[0.5836179],1,1,1,1,0.5836179,0.5836179,4.5836179,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.688048],1,1,1,1,0.688048,0.688048,4.688048,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.51134473],0,0,0,0,0.51134473,0.51134473,0.51134473,0
[0.59991825],0,1,1,1,0.59991825,0.59991825,3.59991825,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.47284544],1,1,1,1,0.47284544,0.47284544,4.47284544,1
[0.53783286],1,1,1,1,0.53783286,0.53783286,4.53783286,1
[0.5914215],1,1,1,1,0.5914215,0.5914215,4.5914215,1
[0.58742434],1,1,1,1,0.58742434,0.58742434,4.58742434,1
[0.64575386],1,1,1,1,0.64575386,0.64575386,4.64575386,1
[0.48792225],1,0,1,0,0.48792225,0.48792225,2.48792225,0
[0.59397507],1,1,1,1,0.59397507,0.59397507,4.59397507,1
[0.7878021],1,1,1,1,0.7878021,0.7878021,4.7878021,1
[0.7869455],1,1,1,1,0.7869455,0.7869455,4.7869455,1
[0.6469786],1,1,1,1,0.6469786,0.6469786,4.6469786,1
[0.36647752],0,0,0,0,0.36647752,0.36647752,0.36647752,0
[0.6863239],1,1,1,1,0.6863239,0.6863239,4.6863239,1
[0.53745425],1,1,1,1,0.53745425,0.53745425,4.53745425,1
[0.39483026],0,0,0,0,0.39483026,0.39483026,0.39483026,0
[0.55957544],1,1,1,1,0.55957544,0.55957544,4.55957544,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.6062131],1,1,1,1,0.6062131,0.6062131,4.6062131,1
[0.57228285],1,1,1,1,0.57228285,0.57228285,4.57228285,1
[0.6708438],0,1,1,1,0.6708438,0.6708438,3.6708438,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.47213018],0,0,0,0,0.47213018,0.47213018,0.47213018,0
[0.53012955],1,1,1,0,0.53012955,0.53012955,3.53012955,0
[0.37704676],1,0,0,0,0.37704676,0.37704676,1.37704676,0
[0.56514204],0,0,0,0,0.56514204,0.56514204,0.56514204,0
[0.56535363],1,1,1,1,0.56535363,0.56535363,4.56535363,1
[0.5406126],0,1,1,0,0.5406126,0.5406126,2.5406126,0
[0.7241911],1,1,1,1,0.7241911,0.7241911,4.7241911,1
[0.6840739],1,1,1,1,0.6840739,0.6840739,4.6840739,1
[0.7438109],1,1,1,1,0.7438109,0.7438109,4.7438109,1
[0.49535698],1,0,0,0,0.49535698,0.49535698,1.49535698,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.68912333],0,0,1,1,0.68912333,0.68912333,2.68912333,0
[0.78775394],1,1,1,1,0.78775394,0.78775394,4.78775394,1
[0.48061645],1,1,1,1,0.48061645,0.48061645,4.48061645,1
[0.4723447],0,0,0,0,0.4723447,0.4723447,0.4723447,0
[0.71047646],1,1,1,1,0.71047646,0.71047646,4.71047646,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.26705685],0,0,0,0,0.26705685,0.26705685,0.26705685,0
[0.75098586],1,1,1,1,0.75098586,0.75098586,4.75098586,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.54236376],0,0,0,1,0.54236376,0.54236376,1.54236376,0
[0.79747665],1,1,1,1,0.79747665,0.79747665,4.79747665,1
[0.4171285],1,0,0,1,0.4171285,0.4171285,2.4171285,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.28481883],0,0,0,0,0.28481883,0.28481883,0.28481883,0
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5487067],1,1,1,1,0.5487067,0.5487067,4.5487067,1
[0.5704397],1,1,1,1,0.5704397,0.5704397,4.5704397,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.35876203],1,0,0,1,0.35876203,0.35876203,2.35876203,0
[0.3400526],1,0,0,1,0.3400526,0.3400526,2.3400526,0
[0.5589838],0,1,1,1,0.5589838,0.5589838,3.5589838,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.56723666],0,1,1,1,0.56723666,0.56723666,3.56723666,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5914402],1,1,1,0,0.5914402,0.5914402,3.5914402,0
[0.58078206],1,1,1,1,0.58078206,0.58078206,4.58078206,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.50951815],0,0,1,0,0.50951815,0.50951815,1.50951815,0
[0.46576357],0,1,1,1,0.46576357,0.46576357,3.46576357,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.51134324],0,0,1,0,0.51134324,0.51134324,1.51134324,0
[0.5279941],1,1,1,1,0.5279941,0.5279941,4.5279941,1
[0.68288463],1,1,1,1,0.68288463,0.68288463,4.68288463,1
[0.58411324],1,1,1,1,0.58411324,0.58411324,4.58411324,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.41852],0,0,0,1,0.41852,0.41852,1.41852,0
[0.8268258],1,1,1,1,0.8268258,0.8268258,4.8268258,1
[0.5026733],0,1,1,1,0.5026733,0.5026733,3.5026733,0
[0.47128984],1,0,0,1,0.47128984,0.47128984,2.47128984,0
[0.75548726],0,1,1,1,0.75548726,0.75548726,3.75548726,0
[0.47207937],0,0,0,0,0.47207937,0.47207937,0.47207937,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6657882],1,1,1,1,0.6657882,0.6657882,4.6657882,1
[0.30722913],0,0,0,0,0.30722913,0.30722913,0.30722913,0
[0.40477496],0,0,0,1,0.40477496,0.40477496,1.40477496,0
[0.7386831],1,1,1,1,0.7386831,0.7386831,4.7386831,1
[0.7121326],1,1,1,1,0.7121326,0.7121326,4.7121326,1
[0.51215017],0,0,0,0,0.51215017,0.51215017,0.51215017,0
[0.5600989],0,1,1,1,0.5600989,0.5600989,3.5600989,0
[0.27552426],0,0,0,0,0.27552426,0.27552426,0.27552426,0
[0.5995506],1,1,1,1,0.5995506,0.5995506,4.5995506,1
[0.5082425],1,1,1,1,0.5082425,0.5082425,4.5082425,1
[0.3954012],0,0,0,0,0.3954012,0.3954012,0.3954012,0
[0.50515705],0,1,1,1,0.50515705,0.50515705,3.50515705,0
[0.7417885],0,1,1,1,0.7417885,0.7417885,3.7417885,0
[0.41924202],0,0,0,0,0.41924202,0.41924202,0.41924202,0
[0.5756825],1,1,1,1,0.5756825,0.5756825,4.5756825,1
[0.68111414],1,1,1,1,0.68111414,0.68111414,4.68111414,1
[0.6889436],1,1,1,1,0.6889436,0.6889436,4.6889436,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.64624566],1,1,1,1,0.64624566,0.64624566,4.64624566,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5017081],1,1,1,1,0.5017081,0.5017081,4.5017081,1
[0.57176244],1,1,1,1,0.57176244,0.57176244,4.57176244,1
[0.59131163],1,1,1,1,0.59131163,0.59131163,4.59131163,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.2913087],0,0,0,0,0.2913087,0.2913087,0.2913087,0
[0.51233304],0,0,0,0,0.51233304,0.51233304,0.51233304,0
[0.4861797],1,0,1,0,0.4861797,0.4861797,2.4861797,0
[0.7879337],1,1,1,1,0.7879337,0.7879337,4.7879337,1
[0.40533757],0,0,0,1,0.40533757,0.40533757,1.40533757,0
[0.4943026],1,0,1,1,0.4943026,0.4943026,3.4943026,0
[0.36510673],0,0,0,1,0.36510673,0.36510673,1.36510673,0
[0.61923695],1,1,1,1,0.61923695,0.61923695,4.61923695,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.579684],0,1,1,1,0.579684,0.579684,3.579684,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.43916476],1,0,0,1,0.43916476,0.43916476,2.43916476,0
[0.42150638],0,0,0,0,0.42150638,0.42150638,0.42150638,0
[0.52394754],1,1,1,1,0.52394754,0.52394754,4.52394754,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.47878215],1,0,0,1,0.47878215,0.47878215,2.47878215,0
[0.62951803],1,1,1,1,0.62951803,0.62951803,4.62951803,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7872978],1,1,1,1,0.7872978,0.7872978,4.7872978,1
[0.49208012],1,1,1,0,0.49208012,0.49208012,3.49208012,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.83475465],1,1,1,1,0.83475465,0.83475465,4.83475465,1
[0.54495335],1,1,1,1,0.54495335,0.54495335,4.54495335,1
[0.5566555],0,1,1,1,0.5566555,0.5566555,3.5566555,0
[0.28881454],0,0,0,1,0.28881454,0.28881454,1.28881454,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.4633635],1,1,1,1,0.4633635,0.4633635,4.4633635,1
[0.6416006],1,1,1,1,0.6416006,0.6416006,4.6416006,1
[0.497768],1,0,0,0,0.497768,0.497768,1.497768,0
[0.4898343],1,0,1,1,0.4898343,0.4898343,3.4898343,0
[0.4428186],1,0,1,1,0.4428186,0.4428186,3.4428186,0
[0.7066504],1,1,1,1,0.7066504,0.7066504,4.7066504,1
[0.5480131],1,1,1,0,0.5480131,0.5480131,3.5480131,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.59626985],1,1,1,1,0.59626985,0.59626985,4.59626985,1
[0.5443072],1,1,1,1,0.5443072,0.5443072,4.5443072,1
[0.5394255],0,1,1,0,0.5394255,0.5394255,2.5394255,0
[0.73284316],1,1,1,1,0.73284316,0.73284316,4.73284316,1
[0.55412066],1,1,1,1,0.55412066,0.55412066,4.55412066,1
[0.55788267],1,1,1,1,0.55788267,0.55788267,4.55788267,1
[0.52000374],0,1,1,1,0.52000374,0.52000374,3.52000374,0
[0.5898849],1,1,1,1,0.5898849,0.5898849,4.5898849,1
[0.591227],1,1,1,1,0.591227,0.591227,4.591227,1
[0.5499923],1,1,1,0,0.5499923,0.5499923,3.5499923,0
[0.5143069],1,1,1,1,0.5143069,0.5143069,4.5143069,1
[0.56530833],1,1,1,1,0.56530833,0.56530833,4.56530833,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.41519997],1,0,0,1,0.41519997,0.41519997,2.41519997,0
[0.6215564],1,1,1,1,0.6215564,0.6215564,4.6215564,1
[0.62461054],1,1,1,1,0.62461054,0.62461054,4.62461054,1
[0.66656786],0,1,1,1,0.66656786,0.66656786,3.66656786,0
[0.47865152],1,0,0,0,0.47865152,0.47865152,1.47865152,0
[0.5637832],0,1,1,1,0.5637832,0.5637832,3.5637832,0
[0.44143108],1,0,0,1,0.44143108,0.44143108,2.44143108,0
[0.74588764],1,1,1,1,0.74588764,0.74588764,4.74588764,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.7287829],1,1,1,1,0.7287829,0.7287829,4.7287829,1
[0.6065941],1,1,1,1,0.6065941,0.6065941,4.6065941,1
[0.682702],0,1,1,1,0.682702,0.682702,3.682702,0
[0.50335145],0,0,1,0,0.50335145,0.50335145,1.50335145,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.39197615],1,0,0,1,0.39197615,0.39197615,2.39197615,0
[0.5000044],0,0,1,0,0.5000044,0.5000044,1.5000044,0
[0.78760445],1,1,1,1,0.78760445,0.78760445,4.78760445,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5152699],0,0,1,1,0.5152699,0.5152699,2.5152699,0
[0.48230577],1,0,0,0,0.48230577,0.48230577,1.48230577,0
[0.56591505],1,1,1,1,0.56591505,0.56591505,4.56591505,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.53527415],1,1,1,1,0.53527415,0.53527415,4.53527415,1
[0.53141797],1,1,1,1,0.53141797,0.53141797,4.53141797,1
[0.49741852],0,0,0,0,0.49741852,0.49741852,0.49741852,0
[0.704435],1,1,1,1,0.704435,0.704435,4.704435,1
[0.39561456],1,0,0,1,0.39561456,0.39561456,2.39561456,0
[0.4116395],0,0,0,0,0.4116395,0.4116395,0.4116395,0
[0.65034264],1,1,1,1,0.65034264,0.65034264,4.65034264,1
[0.53596056],0,1,1,1,0.53596056,0.53596056,3.53596056,0
[0.48772326],1,1,1,1,0.48772326,0.48772326,4.48772326,1
[0.7244953],1,1,1,1,0.7244953,0.7244953,4.7244953,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8141858],1,1,1,1,0.8141858,0.8141858,4.8141858,1
[0.6403147],1,1,1,1,0.6403147,0.6403147,4.6403147,1
[0.58251846],1,1,1,1,0.58251846,0.58251846,4.58251846,1
[0.6772573],1,1,1,1,0.6772573,0.6772573,4.6772573,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7432084],1,1,1,1,0.7432084,0.7432084,4.7432084,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.61331165],1,1,1,1,0.61331165,0.61331165,4.61331165,1
[0.5818114],0,1,1,1,0.5818114,0.5818114,3.5818114,0
[0.57539487],0,1,1,1,0.57539487,0.57539487,3.57539487,0
[0.70780826],1,1,1,1,0.70780826,0.70780826,4.70780826,1
[0.52956516],0,1,1,0,0.52956516,0.52956516,2.52956516,0
[0.46500728],1,0,1,1,0.46500728,0.46500728,3.46500728,0
[0.43244413],0,0,0,0,0.43244413,0.43244413,0.43244413,0
[0.788361],1,1,1,1,0.788361,0.788361,4.788361,1
[0.72205955],1,1,1,1,0.72205955,0.72205955,4.72205955,1
[0.6339079],1,1,1,1,0.6339079,0.6339079,4.6339079,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.53997713],0,1,1,1,0.53997713,0.53997713,3.53997713,0
[0.71488667],1,1,1,1,0.71488667,0.71488667,4.71488667,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5415081],1,1,1,0,0.5415081,0.5415081,3.5415081,0
[0.83458304],1,1,1,1,0.83458304,0.83458304,4.83458304,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.37056586],1,0,0,0,0.37056586,0.37056586,1.37056586,0
[0.4928574],0,0,1,0,0.4928574,0.4928574,1.4928574,0
[0.6181557],1,1,1,1,0.6181557,0.6181557,4.6181557,1
[0.5609307],1,0,0,0,0.5609307,0.5609307,1.5609307,0
[0.54395413],1,1,1,1,0.54395413,0.54395413,4.54395413,1
[0.738959],1,1,1,1,0.738959,0.738959,4.738959,1
[0.13844281],1,0,0,1,0.13844281,0.13844281,2.13844281,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.6828569],1,1,1,1,0.6828569,0.6828569,4.6828569,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.65835977],1,1,1,1,0.65835977,0.65835977,4.65835977,1
[0.47170526],1,0,0,1,0.47170526,0.47170526,2.47170526,0
[0.64946675],0,1,1,1,0.64946675,0.64946675,3.64946675,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.41358724],1,0,0,1,0.41358724,0.41358724,2.41358724,0
[0.78865546],1,1,1,1,0.78865546,0.78865546,4.78865546,1
[0.523633],1,1,1,1,0.523633,0.523633,4.523633,1
[0.5787363],0,0,0,0,0.5787363,0.5787363,0.5787363,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5824363],0,1,1,1,0.5824363,0.5824363,3.5824363,0
[0.7488234],1,1,1,1,0.7488234,0.7488234,4.7488234,1
[0.78851736],1,1,1,1,0.78851736,0.78851736,4.78851736,1
[0.31838349],1,0,0,0,0.31838349,0.31838349,1.31838349,0
[0.67540616],1,1,1,1,0.67540616,0.67540616,4.67540616,1
[0.56780326],1,1,1,1,0.56780326,0.56780326,4.56780326,1
[0.32430422],0,0,0,1,0.32430422,0.32430422,1.32430422,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.48076674],0,0,1,0,0.48076674,0.48076674,1.48076674,0
[0.5671525],1,1,1,1,0.5671525,0.5671525,4.5671525,1
[0.5071994],0,0,0,0,0.5071994,0.5071994,0.5071994,0
[0.5848138],1,1,1,1,0.5848138,0.5848138,4.5848138,1
[0.78652513],1,1,1,1,0.78652513,0.78652513,4.78652513,1
[0.73224795],1,1,1,1,0.73224795,0.73224795,4.73224795,1
[0.5492811],0,1,1,0,0.5492811,0.5492811,2.5492811,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.3951086],0,0,0,0,0.3951086,0.3951086,0.3951086,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6252009],1,1,1,1,0.6252009,0.6252009,4.6252009,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.4684271],0,0,1,1,0.4684271,0.4684271,2.4684271,0
[0.59899706],0,1,1,1,0.59899706,0.59899706,3.59899706,0
[0.7862011],0,1,1,1,0.7862011,0.7862011,3.7862011,0
[0.58561194],0,1,1,1,0.58561194,0.58561194,3.58561194,0
[0.5160092],0,1,1,0,0.5160092,0.5160092,2.5160092,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.461836],0,0,0,0,0.461836,0.461836,0.461836,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.64365834],1,1,1,1,0.64365834,0.64365834,4.64365834,1
[0.56824213],1,1,1,1,0.56824213,0.56824213,4.56824213,1
[0.6156794],1,1,1,1,0.6156794,0.6156794,4.6156794,1
[0.5519475],1,1,1,1,0.5519475,0.5519475,4.5519475,1
[0.6868586],1,1,1,1,0.6868586,0.6868586,4.6868586,1
[0.6680313],1,1,1,1,0.6680313,0.6680313,4.6680313,1
[0.56323624],1,1,1,1,0.56323624,0.56323624,4.56323624,1
[0.6180725],1,1,1,1,0.6180725,0.6180725,4.6180725,1
[0.64860684],1,1,1,1,0.64860684,0.64860684,4.64860684,1
[0.23279645],1,0,0,1,0.23279645,0.23279645,2.23279645,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.78729475],1,1,1,1,0.78729475,0.78729475,4.78729475,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.68507195],1,1,1,1,0.68507195,0.68507195,4.68507195,1
[0.696367],1,1,1,1,0.696367,0.696367,4.696367,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6341869],1,1,1,1,0.6341869,0.6341869,4.6341869,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5545362],0,1,1,0,0.5545362,0.5545362,2.5545362,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7905073],1,1,1,1,0.7905073,0.7905073,4.7905073,1
[0.5733014],1,1,1,1,0.5733014,0.5733014,4.5733014,1
[0.7852291],1,1,1,1,0.7852291,0.7852291,4.7852291,1
[0.43946272],0,0,0,0,0.43946272,0.43946272,0.43946272,0
[0.7220199],1,1,1,1,0.7220199,0.7220199,4.7220199,1
[0.81925976],1,1,1,1,0.81925976,0.81925976,4.81925976,1
[0.58030486],1,1,1,1,0.58030486,0.58030486,4.58030486,1
[0.6190983],1,1,1,1,0.6190983,0.6190983,4.6190983,1
[0.78821784],1,1,1,1,0.78821784,0.78821784,4.78821784,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.3887548],0,0,0,0,0.3887548,0.3887548,0.3887548,0
[0.77754533],1,1,1,1,0.77754533,0.77754533,4.77754533,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.60256577],1,1,1,1,0.60256577,0.60256577,4.60256577,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7390974],1,1,1,1,0.7390974,0.7390974,4.7390974,1
[0.5551738],1,1,1,1,0.5551738,0.5551738,4.5551738,1
[0.6457113],1,1,1,1,0.6457113,0.6457113,4.6457113,1
[0.5752128],1,1,1,1,0.5752128,0.5752128,4.5752128,1
[0.72533536],1,1,1,1,0.72533536,0.72533536,4.72533536,1
[0.27738664],0,0,0,0,0.27738664,0.27738664,0.27738664,0
[0.6120269],1,1,1,1,0.6120269,0.6120269,4.6120269,1
[0.51358354],1,1,1,1,0.51358354,0.51358354,4.51358354,1
[0.70946825],0,1,1,1,0.70946825,0.70946825,3.70946825,0
[0.32989782],0,0,0,0,0.32989782,0.32989782,0.32989782,0
[0.6646461],1,1,1,1,0.6646461,0.6646461,4.6646461,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.45387974],0,0,0,0,0.45387974,0.45387974,0.45387974,0
[0.5330682],1,1,1,0,0.5330682,0.5330682,3.5330682,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5537251],1,1,1,1,0.5537251,0.5537251,4.5537251,1
[0.5476891],1,1,1,1,0.5476891,0.5476891,4.5476891,1
[0.71725726],0,1,1,1,0.71725726,0.71725726,3.71725726,0
[0.5984442],1,1,1,1,0.5984442,0.5984442,4.5984442,1
[0.516083],1,1,1,1,0.516083,0.516083,4.516083,1
[0.4636207],0,0,0,0,0.4636207,0.4636207,0.4636207,0
[0.5510566],1,1,1,1,0.5510566,0.5510566,4.5510566,1
[0.6115643],1,1,1,1,0.6115643,0.6115643,4.6115643,1
[0.58110666],1,1,1,1,0.58110666,0.58110666,4.58110666,1
[0.48302144],0,0,1,0,0.48302144,0.48302144,1.48302144,0
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.41629252],0,0,0,0,0.41629252,0.41629252,0.41629252,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.54072034],0,1,1,1,0.54072034,0.54072034,3.54072034,0
[0.5840214],1,1,1,1,0.5840214,0.5840214,4.5840214,1
[0.6864493],1,1,1,1,0.6864493,0.6864493,4.6864493,1
[0.7538604],1,1,1,1,0.7538604,0.7538604,4.7538604,1
[0.7873981],1,1,1,1,0.7873981,0.7873981,4.7873981,1
[0.47867003],0,0,1,1,0.47867003,0.47867003,2.47867003,0
[0.69071907],1,1,1,1,0.69071907,0.69071907,4.69071907,1
[0.5484439],1,1,1,1,0.5484439,0.5484439,4.5484439,1
[0.69735],1,1,1,1,0.69735,0.69735,4.69735,1
[0.56709707],1,1,1,1,0.56709707,0.56709707,4.56709707,1
